,time,x,y,z
1288,10.004854840275755,-4.849258632477644,-3.8066162608587373,24.461998993664967
1289,10.012622584716963,-4.775393589391234,-3.915566935653814,24.103282743243792
1290,10.020390329158172,-4.7155813630146,-4.034750765801342,23.754101043124727
1291,10.028158073599378,-4.669523578926691,-4.163843592182843,23.41494132525836
1292,10.035925818040587,-4.636923671162613,-4.302618417838852,23.08628903563624
1293,10.043693562481794,-4.617493649334113,-4.4509358612986265,22.768636495667472
1294,10.051461306923002,-4.610959640625977,-4.608734424661083,22.462490928683703
1295,10.05922905136421,-4.617066281380477,-4.776020690957556,22.168381828716356
1296,10.066996795805418,-4.635580049276414,-4.952859431475985,21.88686781168588
1297,10.074764540246626,-4.666291603525956,-5.1393636194528645,21.618543062167
1298,10.082532284687835,-4.709017196740528,-5.335684296026257,21.36404346133111
1299,10.090300029129041,-4.763599215863275,-5.542000188453061,21.12405244804296
1300,10.09806777357025,-4.829905895001305,-5.7585069752325255,20.899306639226417
1301,10.105835518011459,-4.9078302288864055,-5.9854060519164305,20.69060119636709
1302,10.113603262452665,-4.997288103892548,-6.222892641525692,20.498794891327943
1303,10.121371006893874,-5.098215646909965,-6.471143073798938,20.324814774366498
1304,10.12913875133508,-5.210565792876066,-6.730301066463049,20.16966035291557
1305,10.136906495776289,-5.334304043253785,-7.000462819610743,20.034407083298685
1306,10.144674240217498,-5.469403345929761,-7.281660694567327,19.920208867315996
1307,10.152441984658704,-5.615838119511251,-7.573845421036344,19.8282994089423
1308,10.160209729099913,-5.773577313399916,-7.876866553948114,19.759992019834247
1309,10.167977473541121,-5.942576449591124,-8.190451237794164,19.716677266787293
1310,10.175745217982328,-6.122768629172889,-8.514181003334246,19.6998184256381
1311,10.183512962423537,-6.314054381379392,-8.847467014339514,19.71094340118455
1312,10.191280706864745,-6.516290376808298,-9.18952333857176,19.751633460229954
1313,10.199048451305952,-6.729276928320754,-9.539339300458868,19.82350688832131
1314,10.20681619574716,-6.952744315570974,-9.895650516729278,19.92819796556944
1315,10.214583940188367,-7.186337953835976,-10.2569100347572,20.067329426838892
1316,10.222351684629576,-7.429602534828041,-10.621260018890844,20.242478397156507
1317,10.230119429070784,-7.681965387783093,-10.986506043259187,20.45513435698861
1318,10.237887173511991,-7.942719104839987,-11.350093654287306,20.70664949339911
1319,10.2456549179532,-8.211004074481236,-11.709091659036961,20.998180001747638
1320,10.253422662394408,-8.48579124990634,-12.060182692381902,21.330618956014813
1321,10.261190406835615,-8.765865942732514,-12.399663952579926,21.704521442470416
1322,10.268958151276824,-9.049813335831061,-12.7234613837899,22.120022432447318
1323,10.276725895718032,-9.336006690993845,-13.027159732756802,22.576749636361722
1324,10.284493640159239,-9.622599429965707,-13.306051741661216,23.073734372952273
1325,10.292261384600447,-9.907522308224396,-13.555208635317781,23.609324050509358
1326,10.300029129041654,-10.188486855479827,-13.769573939018304,24.181100854806086
1327,10.307796873482863,-10.462996557476847,-13.944081614488013,24.785813032790802
1328,10.315564617924071,-10.72836689803315,-14.07379708526322,25.41932543096114
1329,10.323332362365278,-10.981755266201137,-14.154079706230593,26.076595420572872
1330,10.331100106806486,-11.220201352283658,-14.180760178406656,26.75168276510901
1331,10.338867851247695,-11.440678277576676,-14.150329181922507,27.437797088355662
1332,10.346635595688902,-11.640154027618884,-14.06012319009736,28.12739085477797
1333,10.35440334013011,-11.815661733470634,-13.908500689366253,28.812296395939487
1334,10.362171084571317,-11.964377169371451,-13.694993339269939,29.483908863288704
1335,10.369938829012526,-12.083700354612596,-13.420420860056721,30.133408322280193
1336,10.377706573453734,-12.171337913642402,-13.086957343169276,30.752013288311034
1337,10.385474317894941,-12.225382092524104,-12.698139771412661,31.33125294653276
1338,10.39324206233615,-12.244382108143341,-12.258812999778186,31.86324261007664
1339,10.401009806777358,-12.227403618624741,-11.775010973907971,32.34094517239345
1340,10.408777551218565,-12.174072587705293,-11.253776614747931,32.758402618671234
1341,10.416545295659773,-12.084600337932745,-10.702932057721625,33.11092022179026
1342,10.424313040100982,-11.959788142130442,-10.130811279472102,33.39519312729731
1343,10.432080784542189,-11.801010558479922,-9.545973122875814,33.60936672303669
1344,10.439848528983397,-11.610178436106429,-8.956912590510248,33.75302947384526
1345,10.447616273424604,-11.389683588491154,-8.371788541143307,33.82714128965159
1346,10.455384017865812,-11.142328394781636,-7.798183355257469,33.83390604507883
1347,10.463151762307021,-10.87124429452066,-7.242906713877543,33.776600202289856
1348,10.470919506748228,-10.5798036420994,-6.711851093362264,33.659371972313394
1349,10.478687251189436,-10.271529409164604,-6.209901933680735,33.48702595358948
1350,10.486454995630645,-9.950006961264597,-5.740901047357291,33.264807421866045
1351,10.494222740071852,-9.618801556973636,-5.3076582263707035,32.998198407151556
1352,10.50199048451306,-9.281384469725426,-4.912003407126936,32.69273494926028
1353,10.509758228954269,-8.941069778786554,-4.554870270940614,32.353851827647794
1354,10.517525973395475,-8.6009630262198,-4.236401709823421,31.986758056426297
1355,10.525293717836684,-8.263922098594382,-3.95606803975829,31.596343603949208
1356,10.53306146227789,-7.932530144338696,-3.7127898595233555,31.187116081648824
1357,10.5408292067191,-7.609079609144348,-3.5050588831939096,30.76316394465074
1358,10.548596951160308,-7.29556627873312,-3.331051706411866,30.32814246739016
1359,10.556364695601514,-6.993691874788604,-3.188732980969011,29.885277938546707
1360,10.564132440042723,-6.704873702027774,-3.0759459041077646,29.437385745990714
1361,10.571900184483932,-6.430259819766618,-2.990489081713554,28.98689825131278
1362,10.579667928925138,-6.170748321864017,-2.9301797677789634,28.53589895325829
1363,10.587435673366347,-5.927009378512055,-2.8929041485657616,28.086159876225725
1364,10.595203417807554,-5.699508951524674,-2.8766557934987755,27.63917998672364
1365,10.602971162248762,-5.4885332014875425,-2.879563632645148,27.196222840796317
1366,10.61073890668997,-5.294212812509474,-2.8999109347443883,26.758352269331724
1367,10.618506651131177,-5.116546623770326,-2.9361467590520998,26.326465331273127
1368,10.626274395572386,-4.95542411172085,-2.986891259798404,25.901322132440676
1369,10.634042140013594,-4.810646386494426,-3.0509361578879224,25.48357235277488
1370,10.641809884454801,-4.681945520269287,-3.1272414176713728,25.07377857491772
1371,10.64957762889601,-4.569002061653778,-3.214929140080188,24.672436581400376
1372,10.657345373337218,-4.471460708127572,-3.313275445145176,24.279992912601582
1373,10.665113117778425,-4.388944144565358,-3.4217010006818525,23.896860007222056
1374,10.672880862219634,-4.321065104042081,-3.539760700154817,23.523429259414737
1375,10.68064860666084,-4.267436737663882,-3.6671329189165767,23.160082348883876
1376,10.688416351102049,-4.227681401508659,-3.803608609398226,22.807201142018876
1377,10.696184095543257,-4.201437970612356,-3.949080421908411,22.465176442409554
1378,10.703951839984464,-4.188367796525557,-4.103532030017466,22.134415877360436
1379,10.711719584425673,-4.188159433601112,-4.2670277013547215,21.81535113267782
1380,10.719487328866881,-4.200532245853356,-4.439702116016961,21.50844471996484
1381,10.727255073308088,-4.225238985011703,-4.621750401768578,21.214196436980277
1382,10.735022817749297,-4.262067441653908,-4.813418310267859,20.933149644206896
1383,10.742790562190505,-4.310841239873357,-5.014992432273917,20.66589745703525
1384,10.750558306631712,-4.371419843244331,-5.2267903208355975,20.413088923192767
1385,10.75832605107292,-4.443697797231356,-5.449150292629744,20.175435164420595
1386,10.766093795514127,-4.527603269242414,-5.68242084852366,19.95371558067664
1387,10.773861539955336,-4.623095869423697,-5.926949364585886,19.74878398201243
1388,10.781629284396544,-4.730163765777878,-6.183069951304942,19.561574658320353
1389,10.789397028837751,-4.848820060874502,-6.451090131678512,19.393108196333603
1390,10.79716477327896,-4.979098398741282,-6.731276163458617,19.244496939993276
1391,10.804932517720168,-5.12104773349554,-7.02383671666977,19.116949825580264
1392,10.812700262161375,-5.274726206238965,-7.328904651113102,19.01177633396044
1393,10.820468006602583,-5.440194036593999,-7.646516653978693,18.93038917579249
1394,10.828235751043792,-5.617505335266321,-7.976590533489822,18.874305249232467
1395,10.836003495484999,-5.806698735197826,-8.318899962094864,18.845144349961444
1396,10.843771239926207,-6.007786736531256,-8.673046601244758,18.844624932931556
1397,10.851538984367414,-6.220743669292732,-9.038429592994053,18.874556183825387
1398,10.859306728808622,-6.445492168834242,-9.414212502753124,18.936825513709262
1399,10.867074473249831,-6.681888117998229,-9.799288132323694,19.03338045049389
1400,10.874842217691038,-6.929704010991996,-10.192241637251513,19.166203887111298
1401,10.882609962132246,-7.188610759407102,-10.591312819918247,19.337281472372325
1402,10.890377706573455,-7.45815807494865,-10.9943589214234,19.548560055852253
1403,10.898145451014662,-7.737753564850668,-11.3988192938237,19.801896013437524
1404,10.90591319545587,-8.02664090822146,-11.801684269534302,20.098992527106702
1405,10.913680939897077,-8.32387759657699,-12.19947078597692,20.44132533593391
1406,10.921448684338285,-8.628312811121614,-12.58820775534742,20.830056471323413
1407,10.929216428779494,-8.938566408657502,-12.963435093896608,21.265936900376644
1408,10.9369841732207,-9.253010008986978,-13.320220100507104,21.749199307256298
1409,10.94475191766191,-9.569751505818571,-13.653195731613504,22.279443303523305
1410,10.952519662103118,-9.88662459648763,-13.956624583212028,22.855517813587813
1411,10.960287406544325,-10.201184916193974,-14.2244925241159,23.475404937492282
1412,10.968055150985533,-10.510714712877569,-14.450634147236444,24.136113654889858
1413,10.975822895426742,-10.812237755628297,-14.628892090598116,24.83359002339295
1414,10.983590639867948,-11.102546307823873,-14.75330764202637,25.56265557469363
1415,10.991358384309157,-11.378241424586546,-14.818339815718682,26.316982518716898
1416,10.999126128750364,-11.635787395767322,-14.819105079173315,27.089115996301633
1417,11.006893873191572,-11.87158055761511,-14.751626539562997,27.8705523852354
1418,11.01466161763278,-12.082031469499452,-14.613079221975731,28.651878634987458
1419,11.022429362073987,-12.263658596837974,-14.402013841513222,29.42297510464433
1420,11.030197106515196,-12.413190386631983,-14.118541008496114,30.17327843663512
