,time,x,y,z
2250,10.000888967908258,-4.892484015915221,-3.7550715365191913,24.648658351274644
2251,10.005333807449551,-4.844291417393904,-3.813030997972786,24.4396117676149
2252,10.009778646990844,-4.800790311472295,-3.874470250612982,24.23353428751474
2253,10.014223486532137,-4.761926141890758,-3.9393055774687116,24.030519796500037
2254,10.01866832607343,-4.727643347223623,-4.007465028281568,23.83066051172015
2255,10.02311316561472,-4.6978858961457695,-4.078887866046561,23.634047607933965
2256,10.027558005156013,-4.672597792003015,-4.153523995540215,23.44077184490692
2257,10.032002844697306,-4.6517235151961165,-4.231333387057443,23.250924121322292
2258,10.036447684238599,-4.635208429041021,-4.3122854858733,23.064596012067152
2259,10.040892523779892,-4.622999143247136,-4.396358615131726,22.8818802783112
2260,10.045337363321185,-4.6150438259064375,-4.483539383518184,22.702871336473812
2261,10.049782202862476,-4.61129248899583,-4.573822076276077,22.52766572333472
2262,10.054227042403769,-4.61169722571288,-4.667208055939824,22.35636252791132
2263,10.058671881945061,-4.616212414749496,-4.763705155164454,22.189063810875645
2264,10.063116721486354,-4.624794891047792,-4.8633270636851185,22.02587501169531
2265,10.067561561027647,-4.637404076230787,-4.966092721722821,21.866905337163775
2266,10.07200640056894,-4.654002084329436,-5.072025695854263,21.71226814438559
2267,10.076451240110233,-4.674553790807708,-5.18115355744169,21.56208131037079
2268,10.080896079651524,-4.699026872459622,-5.293507250092799,21.416467593457185
2269,10.085340919192817,-4.7273918195640166,-5.409120442022967,21.275554987164945
2270,10.08978575873411,-4.759621915860645,-5.528028873210219,21.13947706410714
2271,10.094230598275402,-4.795693194165651,-5.65026967708043,21.00837331310786
2272,10.098675437816695,-4.835584361055149,-5.775880690582757,20.882389465484867
2273,10.103120277357988,-4.879276696313942,-5.904899737099125,20.761677812941254
2274,10.10756511689928,-4.92675392477387,-6.03736388340029,20.646397512846075
2275,10.112009956440572,-4.978002058282249,-6.173308672726989,20.536714877688144
2276,10.116454795981864,-5.033009215977285,-6.312767317511453,20.432803657006694
2277,10.120899635523157,-5.091765408953505,-6.45576985814199,20.33484528387797
2278,10.12534447506445,-5.154262304990511,-6.602342283397511,20.243029120317114
2279,10.129789314605743,-5.220492957480069,-6.752505603124653,20.15755265578318
2280,10.134234154147036,-5.290451508183966,-6.906274874594443,20.078621685768105
2281,10.138678993688329,-5.364132860668447,-7.063658178650403,20.00645045606116
2282,10.14312383322962,-5.441532316717537,-7.22465553919259,19.941261744614174
2283,10.147568672770912,-5.522645188551955,-7.389257785278452,19.883286926657586
2284,10.152013512312205,-5.607466368593332,-7.557445356662887,19.83276594090214
2285,10.156458351853498,-5.695989871553475,-7.729187039360481,19.789947229276045
2286,10.160903191394791,-5.788208335938698,-7.904438646935462,19.755087570440992
2287,10.165348030936084,-5.884112489369167,-8.083141630718508,19.728451839820202
2288,10.169792870477375,-5.983690577033254,-8.265221623288372,19.71031268174828
2289,10.174237710018668,-6.086927747602543,-8.450586936134382,19.7009500383695
2290,10.17868254955996,-6.19380540093085,-8.639126963286321,19.700650606930594
2291,10.183127389101253,-6.304300494090598,-8.830710574868354,19.709707103099724
2292,10.187572228642546,-6.418384803376821,-9.025184409705542,19.728417422887638
2293,10.192017068183839,-6.5360241476739285,-9.222371166057808,19.757083605628317
2294,10.196461907725132,-6.65717756745865,-9.422067842733506,19.796010621547662
2295,10.200906747266423,-6.781796461287084,-9.624043940756678,19.845504976749943
2296,10.205351586807716,-6.909823691354708,-9.828039728105706,19.90587306668301
2297,10.209796426349008,-7.0411926274806635,-10.033764369012282,19.97741935304279
2298,10.214241265890301,-7.1758261888366315,-10.240894285145,20.06044423507185
2299,10.218686105431594,-7.313635832906768,-10.44907146323048,20.155241679316262
2300,10.223130944972887,-7.454520499861063,-10.657901755868782,20.262096591515547
2301,10.22757578451418,-7.598365596925117,-10.866953592002428,20.38128189374331
2302,10.23202062405547,-7.745041887542072,-11.075756496511264,20.513055273279903
2303,10.236465463596764,-7.8944044211108695,-11.283800001268625,20.65765566365188
2304,10.240910303138056,-8.046291497251977,-11.490532924038376,20.815299452695115
2305,10.24535514267935,-8.200523535346727,-11.695362527116053,20.986176241521296
2306,10.249799982220642,-8.35690210968474,-11.89765449536207,21.170444556564654
2307,10.254244821761935,-8.515208936680045,-12.096733029972793,21.36822708672936
2308,10.258689661303228,-8.675204902886785,-12.291881340415953,21.57960562828441
2309,10.263134500844519,-8.83662931274515,-12.482343022981281,21.804616211910382
2310,10.267579340385812,-8.999199037498217,-12.6673235552876,22.043243431710483
2311,10.272024179927104,-9.162607918214603,-12.845992697189617,22.295415127044222
2312,10.276469019468397,-9.326526333702384,-13.017487623216645,22.560997088713094
2313,10.28091385900969,-9.490600770747013,-13.180916575482708,22.839787060891236
2314,10.285358698550983,-9.654453807499426,-13.335363465217851,23.131509939183946
2315,10.289803538092274,-9.81768416686049,-13.479893302309119,23.43581231559821
2316,10.294248377633567,-9.979867029659186,-13.613558449602628,23.752257438598303
2317,10.29869321717486,-10.140554741113949,-13.73540548780414,24.080321537410523
2318,10.303138056716152,-10.299277660058893,-13.844483529558987,24.419389268673086
2319,10.307582896257445,-10.45554542260176,-13.93985279061676,24.768750931243765
2320,10.312027735798738,-10.608848556467313,-14.020593822273874,25.127600687736283
2321,10.31647257534003,-10.758660415046988,-14.085818025186864,25.49503504251094
2322,10.320917414881322,-10.904439454517846,-14.134678403045761,25.87005263934435
2323,10.325362254422615,-11.045631982365789,-14.16638097894962,26.25155566545548
2324,10.329807093963908,-11.181675209609837,-14.180195801083954,26.63835280107761
